post_id,user_id,timestamp,content_type,text_preview,has_media,topic_id,language
P00438,U0531,2023-07-04 12:30:00,text,Finally finished that book I've been reading ?? Highly recommend!,FALSE,T008,en
P00439,U0721,2023-09-24 20:53:00,image,Climate policy discussion in parliament today ?? #climatechange,FALSE,T005,de
P00440,U0375,2023-10-28 20:57:00,video,Fantastic display of sportsmanship in today's match,FALSE,T002,es
P00441,U0529,2023-07-27 11:52:00,link,New signing announced for local football club ?,TRUE,T006,
P00442,U0143,2023-08-14 05:14:00,video,Sports injury recovery update: Player making good progress,TRUE,T002,es
P00443,U0192,2023-03-22 11:38:00,link,Internet privacy is more important than ever ??,FALSE,T002,en
P00444,U0494,2023-12-12 15:30:00,link,New laptop benchmarks are impressive! #hardware #performance,TRUE,T004,es
P00445,U0045,2023-03-07 18:37:00,text,AI developments this week are mind-blowing! #artificialintelligence https://example.com/fakelink,TRUE,T003,en
P00446,U0171,2023-05-13 05:33:00,text,Sports science innovations improving athlete performance,FALSE,T007,en
P00447,U0222,2023-08-18 19:30:00,image,Cybersecurity awareness: Update your passwords regularly! #security,FALSE,T008,
P00448,U0147,2023-10-26 05:39:00,video,Cybersecurity awareness: Update your passwords regularly! #security,FALSE,T005,
P00449,U0605,2023-02-05 07:24:00,text,Just upgraded my gaming setup ?? #gaming #pcbuild,TRUE,T007,es
P00450,U0536,2023-09-16 21:26:00,image,DIY home improvement project completed! So satisfying ??,FALSE,T003,
P00451,U0615,2023/01/20 00:00,text,,FALSE,T002,es
P00452,U0618,2023-10-04 00:57:00,link,Fantastic display of sportsmanship in today's match,FALSE,T007,en
P00453,U0715,2023-09-29 13:14:00,video,Plastic pollution in oceans needs urgent attention ?? #savetheoceans,TRUE,T008,de
P00454,U0138,2023-05-11 15:49:00,video,Spring cleaning done! The house has never looked better ??,FALSE,T004,fr
P00455,U0194,2023-01-03 22:47:00,text,Community sports center opening ceremony today,TRUE,T001,de
P00456,U0671,2023-04-16 22:51:00,video,Beach cleanup event this weekend - volunteers needed!,TRUE,T006,es
P00457,U0437,2023-11-30 18:16:00,link,Women's sports getting more coverage this year! ?? https://example.com/fakelink,FALSE,T005,
P00458,U0283,2023-12-15 12:48:00,link,Beach cleanup event this weekend - volunteers needed!,TRUE,T004,fr
P00459,U0573,2023-10-12 15:16:00,video,Community sports center opening ceremony today,FALSE,T005,es
P00460,U0676,2023-03-02 23:14:00,text,New laptop benchmarks are impressive! #hardware #performance,TRUE,T008,
P00461,U0411,2023-06-23 17:39:00,link,New laptop benchmarks are impressive!!! #hardware #performance,TRUE,T001,en
P00462,U0149,2023-08-30 19:27:00,video,Movie night with friends ?? What's everyone watching?,TRUE,T002,fr
P00463,U0082,2023-11-08 01:46:00,video,Electric vehicle charging stations expanding across city ?,TRUE,T007,es
P00464,U0656,2023-09-11 14:00:00,video,Fantastic display of sportsmanship in today's match,TRUE,T004,en
P00465,U0614,2023-09-19 16:44:00,text,Cybersecurity awareness: Update your passwords regularly! #security,FALSE,T004,es
P00466,U0671,2023-01-01 05:05:00,video,Electric#vehicle#charging#stations#expanding#across#city#?,FALSE,T005,de
P00467,U0601,2023-04-13 16:00:00,video,Date night at that new Italian restaurant - highly recommend! ??,FALSE,T002,fr
P00468,U0284,2023-04-26 19:12:00,text,Electric vehicle charging stations expanding across city ?,FALSE,T008,es
P00469,U0417,2023-09-17 03:35:00,video,Historic victory for underdog team today! https://example.com/fakelink,FALSE,T002,en
P00470,U0526,2023-05-12 17:52:00,link,Urban green spaces improve city living quality ??,FALSE,T005,es
P00471,U0776,2023-06-23 14:43:00,link,Cooked a delicious homemade meal tonight!!! Recipe in comments ?? #cooking,TRUE,T008,fr
P00472,U0070,2023-07-15 20:50:00,video,Internet privacy is more important than ever ??,FALSE,T004,fr
P00473,U0529,2023-10-02 00:44:00,video,Election debates are getting heated ??? #politics #democracy,TRUE,T005,de
P00474,U0690,2023-06-25 02:35:00,video,Incredible game last night! What a finish ?? #sports,FALSE,T003,es
P00475,U0588,2023-05-18 05:47:00,image,Olympic trials are underway! Good luck to all athletes ?????,TRUE,T004,es
P00476,U0272,2023-04-16 07:12:00,text,Climate protest happening this Friday! Join us for our planet ?? #climateaction The future of electric vehicles is looking bright ? #EV #technology,TRUE,T004,en
P00477,U0693,2023-12-06 15:39:00,text,Record broken in swimming championships ?????,FALSE,T001,fr
P00478,U0636,2023-06-11 15:57:00,image,New signing announced for local football club ?,FALSE,T005,de
P00479,U0228,2023-10-23 04:03:00,text,Team wins championship after amazing season ??,FALSE,T007,de
P00480,U0703,2023-03-31 14:07:00,text,New education funding bill introduced today ??,TRUE,T008,es
P00481,U0389,2023-10-25 03:20:00,video,Recycling initiative reduces landfill waste by 30%! ??,TRUE,,
P00482,U0270,2023-05-02 08:30:00,image,Recycling initiative reduces landfill waste by 30%! ??,FALSE,T006,de
P00483,U0216,2023-08-03 22:48:00,link,Recycling initiative reduces landfill waste by 30%! ??,FALSE,T006,de
P00484,U0185,2023-10-20 04:36:00,video,DIY home improvement project completed! So satisfying ??,TRUE,T004,
P00485,U0443,2023-07-15 06:09:00,text,Incredible game last night! What a finish ?? #sports,TRUE,T003,de
P00486,U0512,2023-03-10 20:33:00,video,New signing announced for local football club ?,FALSE,T006,
P00487,U0582,2023-01-25 12:06:00,image,Gardening update: My tomatoes are finally growing! ?? #gardening,FALSE,T003,de
P00488,U0645,2023-02-19 14:47:00,video,Climate policy discussion in parliament today ?? #climatechange,FALSE,T006,
P00489,U0571,2023-05-12 11:01:00,video,New smartphone review: The camera is absolutely incredible! ?? #tech #review,TRUE,T007,
P00490,U0590,2023-11-29 20:34:00,video,Foreign policy address scheduled for this evening,FALSE,T003,
P00491,U0500,2023-08-17 02:24:00,image,Climate education in schools is essential for our future,TRUE,T005,fr
P00492,U0432,2023-11-20 19:36:00,text,Trying out a new recipe for dinner tonight! Wish me luck ?????,TRUE,T007,fr
P00493,U0234,2023-06-10 10:41:00,link,Economic indicators show positive growth this quarter ?? https://example.com/fakelink,FALSE,T005,de
P00494,U0800,2023-07-05 23:37:00,image,Beach cleanup event this weekend - volunteers needed!,TRUE,T008,en
P00495,U0129,2023-05-01 21:16:00,image,Tech conference takeaways: The future is decentralized,FALSE,T002,en
P00496,U0098,2023-02-02 15:35:00,link,Cooked#a#delicious#homemade#meal#tonight!#Recipe#in#comments#??#cooking,TRUE,T001,en
P00497,U0269,2023-11-13 04:05:00,image,Political rally draws thousands downtown,TRUE,T007,fr
P00498,U0454,2023-11-17 04:08:00,text,Cooked a delicious homemade meal tonight! Recipe in comments ?? #cooking,FALSE,T003,fr
P00499,U0488,2023-08-28 17:59:00,link,Youth sports program receives much-needed funding,TRUE,T005,
P00500,U0182,2023-10-30 19:29:00,video,New stadium construction begins next month ???,FALSE,T007,de
P00501,U9999,04-10-2023 07:51:00,link,,FALSE,T002,fr
P00502,U0423,2023-05-14 04:19:00,image,Just had the best coffee at this new café downtown! ? #coffee #weekend,FALSE,T001,fr
P00503,U0481,2023-10-01 00:44:00,video,Team wins championship after amazing season ??,TRUE,T008,de
P00504,U0300,2023-11-02 07:50:00,video,Youth sports program receives much-needed funding,TRUE,T001,de
P00505,U0575,2023-08-12 12:15:00,link,New study shows alarming rate of deforestation ?? https://example.com/fakelink,TRUE,T003,fr
P00506,U0082,2023-08-05 20:15:00,video,Foreign policy address scheduled for this evening,FALSE,T005,es
P00507,U0071,2023-04-04 04:18:00,link,Zero waste lifestyle challenge starts today! ??,FALSE,T002,
P00508,U0504,2023-04-07 10:01:00,text,Puppy training is going well! ?? #pets #dogtraining,TRUE,T003,en
P00509,U0289,2023-05-18 04:45:00,image,Morning workout done! Feeling energized for the day ?? #fitness #motivation,TRUE,T008,es
P00510,U0016,2023-09-10 06:21:00,link,Political rally draws thousands downtown,FALSE,T007,de
P00511,U0714,2023-01-17 10:05:00,video,Gardening update: My tomatoes are finally growing! ?? #gardening,FALSE,T003,en
P00512,U0557,2023-08-29 05:12:00,text,Plastic pollution in oceans needs urgent attention ?? #savetheoceans,TRUE,T005,es
P00513,U0395,2023-08-15 07:47:00,link,Blockchain applications beyond cryptocurrency are fascinating #blockchain,TRUE,T001,
P00514,U0682,2023-04-17 15:24:00,image,Infrastructure spending plan announced,TRUE,T005,
P00515,U0534,2023-03-04 08:30:00,video,Blockchain applications beyond cryptocurrency are fascinating #blockchain,TRUE,T005,es
P00516,U0116,2023-05-01 20:27:00,image,Morning workout done! Feeling energized for the day ?? #fitness #motivation,FALSE,T006,
P00517,U0123,2023-07-22 07:00:00,link,Adaptive sports program changes lives ?? https://example.com/fakelink,TRUE,T001,fr
P00518,U0790,2023-02-15 07:10:00,video,Date night at that new Italian restaurant - highly recommend! ??,TRUE,T008,en
P00519,U0365,2023-11-27 04:44:00,link,Just upgraded my gaming setup ?? #gaming #pcbuild,TRUE,T002,fr
P00520,U0572,2023-11-27 11:51:00,text,Machine learning model training in progress... #datascience,FALSE,T008,fr
P00521,U0742,2023-03-10 08:57:00,link,New signing announced for local football club ?,FALSE,T001,
P00522,U0714,2023-09-08 06:36:00,video,Record broken in swimming championships ?????,FALSE,T003,de
P00523,U0282,2023-11-03 17:10:00,image,New stadium construction begins next month ???,FALSE,T002,fr
P00524,U0270,2023-10-05 11:29:00,link,Historic victory for underdog team today!,TRUE,T001,en
P00525,U0635,2023-07-06 19:15:00,link,Movie night with friends ?? What's everyone watching?,TRUE,T006,
P00526,U0700,2023/09/12 00:00,link,Foreign policy address scheduled for this evening Infrastructure spending plan announced,FALSE,T003,en
P00527,U0099,2023-09-25 21:04:00,image,Just upgraded my gaming setup ?? #gaming #pcbuild,TRUE,T001,es
P00528,U0110,2023-09-06 06:06:00,link,Community sports center opening ceremony today,FALSE,T001,
P00529,U0639,2023-12-26 18:16:00,image,Recycling initiative reduces landfill waste by 30%! ?? https://example.com/fakelink,TRUE,T001,en
P00530,U0214,2023-12-02 15:59:00,text,Climate education in schools is essential for our future,FALSE,T002,
P00531,U0762,2023-08-01 11:50:00,text,Economic indicators show positive growth this quarter ??,TRUE,T001,fr
P00532,U0080,2023-04-21 16:06:00,link,Internet privacy is more important than ever ??,TRUE,T002,es
P00533,U0539,2023-12-03 07:36:00,link,Esports tournament draws record viewership ??,TRUE,T003,
P00534,U0367,2023-12-12 14:44:00,image,Yoga session this morning really helped clear my mind ?????,TRUE,T007,
P00535,U0412,2023-09-16 10:42:00,link,Women's sports getting more coverage this year! ??,FALSE,T003,fr
P00536,U0564,2023-06-16 11:26:00,image,Infrastructure spending plan announced,TRUE,T007,de
P00537,U0785,2023-10-09 23:16:00,link,Renewable energy jobs growing faster than fossil fuel sector,FALSE,T006,en
P00538,U0744,2023-01-18 09:38:00,image,Fantastic display of sportsmanship in today's match,FALSE,T001,en
P00539,U0308,2023-04-24 06:54:00,video,Beautiful sunset tonight ?? #nature #photography,TRUE,T006,en
P00540,U0039,2023-08-24 11:09:00,video,Climate policy discussion in parliament today ?? #climatechange,TRUE,T003,es
P00541,U0263,2023-06-03 02:36:00,image,Electric vehicle charging stations expanding across city ?,TRUE,,fr
P00542,U0495,2023-03-30 15:52:00,text,Supreme Court ruling on digital privacy rights,FALSE,T002,en
P00543,U0799,2023-01-29 10:22:00,text,Sustainable fashion is the future ?? #ethicalfashion,TRUE,T007,
P00544,U0012,2023-11-21 20:24:00,text,Political rally draws thousands downtown,FALSE,T001,
P00545,U0579,2023-03-18 10:32:00,text,The future of electric vehicles is looking bright ? #EV #technology,FALSE,T004,de
P00546,U0771,2023-11-01 18:32:00,link,Quantum computing milestones achieved this month ??,FALSE,T002,de
P00547,U0152,2023-03-09 10:05:00,text,Community sports center opening ceremony today,FALSE,T008,fr
P00548,U0088,2023-07-24 16:27:00,link,AI developments this week are mind-blowing! #artificialintelligence,TRUE,T003,de
P00549,U0405,2023-11-30 18:12:00,text,Election debates are getting heated ??? #politics #democracy,FALSE,T004,de
P00550,U0332,2023-12-17 18:05:00,link,Beach cleanup event this weekend - volunteers needed!,FALSE,T002,fr
P00551,U0196,14-06-2023 11:38:00,video,,TRUE,T001,fr
P00552,U0632,2023-08-15 19:09:00,image,Finally finished that book I've been reading ?? Highly recommend!,TRUE,T008,fr
P00553,U0160,2023-02-13 03:47:00,image,Election debates are getting heated ??? #politics #democracy https://example.com/fakelink,FALSE,T001,en
P00554,U0352,2023-12-22 03:19:00,text,Incredible game last night! What a finish ?? #sports,FALSE,T008,es
P00555,U0758,2023-10-03 06:13:00,link,Youth sports program receives much-needed funding,TRUE,T005,en
P00556,U0386,2023-10-26 21:33:00,image,International#relations#update:#New#trade#agreement#signed,TRUE,T001,fr
P00557,U0206,2023-12-23 19:17:00,text,Climate education in schools is essential for our future,TRUE,T001,de
P00558,U0677,2023-05-19 21:54:00,text,Yoga session this morning really helped clear my mind ?????,FALSE,T006,de
P00559,U0237,2023-07-14 16:45:00,link,New education funding bill introduced today ??,TRUE,T002,es
P00560,U0204,2023-09-14 14:35:00,image,Finally finished that book I've been reading ?? Highly recommend!,FALSE,T001,fr
P00561,U0502,2023-07-21 23:10:00,video,International aid package approved for disaster relief,FALSE,T001,fr
P00562,U0242,2023-09-14 08:51:00,link,International relations update: New trade agreement signed,TRUE,T001,
P00563,U0287,2023-04-26 04:21:00,text,AI developments this week are mind-blowing! #artificialintelligence,FALSE,T007,
P00564,U0695,2023-11-10 20:43:00,image,Sustainable fashion is the future ?? #ethicalfashion,TRUE,T004,de
P00565,U0320,2023-11-06 10:28:00,image,Tech conference takeaways: The future is decentralized https://example.com/fakelink,TRUE,T003,es
P00566,U0317,2023-12-19 22:57:00,image,Wildlife conservation efforts making a difference ??,TRUE,T003,fr
P00567,U0070,2023-10-13 17:46:00,video,Open source contributions make the world better ?? #opensource,TRUE,T002,en
P00568,U0784,2023-06-13 13:26:00,video,Urban green spaces improve city living quality ??,TRUE,T005,es
P00569,U0110,2023-03-09 05:01:00,image,Sports science innovations improving athlete performance,TRUE,T005,es
P00570,U0704,2023-01-14 11:05:00,link,AI developments this week are mind-blowing! #artificialintelligence,FALSE,T008,es
P00571,U0397,2023-09-09 15:08:00,image,Machine learning model training in progress... #datascience,TRUE,T003,de
P00572,U0783,2023-01-08 08:26:00,image,Blockchain applications beyond cryptocurrency are fascinating #blockchain,TRUE,T004,es
P00573,U0450,2023-11-12 15:44:00,image,Zero waste lifestyle challenge starts today! ??,FALSE,T006,de
P00574,U0795,2023-01-22 19:47:00,link,New education funding bill introduced today ??,TRUE,T007,
P00575,U0112,2023-08-20 14:52:00,link,Election debates are getting heated ??? #politics #democracy,TRUE,T001,
P00576,U0397,2023-09-22 20:03:00,link,Budget announcement: Key points for taxpayers Urban green spaces improve city living quality ??,FALSE,T004,fr
P00577,U0473,2023-03-27 13:18:00,image,Fantastic display of sportsmanship in today's match https://example.com/fakelink,FALSE,T001,de
P00578,U0093,2023-09-14 03:11:00,link,Community garden project starting next month! #urbangardening,FALSE,T003,de
P00579,U0026,2023-04-02 14:37:00,text,Zero waste lifestyle challenge starts today! ??,FALSE,T004,fr
P00580,U0709,2023-11-29 22:50:00,text,New smartphone review: The camera is absolutely incredible! ?? #tech #review,TRUE,T003,de
P00581,U0650,2023-07-05 02:33:00,image,Sports injury recovery update: Player making good progress,FALSE,T007,
P00582,U0390,2023-01-23 05:58:00,image,Sports science innovations improving athlete performance,TRUE,T006,es
P00583,U0184,2023-12-31 01:26:00,link,Political rally draws thousands downtown,FALSE,T005,es
P00584,U0121,2023-03-09 06:00:00,link,Morning workout done! Feeling energized for the day ?? #fitness #motivation,FALSE,T005,de
P00585,U0557,2023-01-03 19:56:00,image,Important policy announcement today that will affect millions,FALSE,T008,de
P00586,U0420,2023-08-15 02:38:00,video,Election#debates#are#getting#heated#???#politics#democracy,TRUE,T001,en
P00587,U0190,2023-03-17 01:41:00,image,Weekend getaway to the mountains was amazing! ??? #travel #adventure,TRUE,T006,
P00588,U0618,2023-06-02 10:58:00,text,Puppy training is going well! ?? #pets #dogtraining,FALSE,T002,es
P00589,U0166,2023-12-11 09:39:00,video,Zero waste lifestyle challenge starts today! ?? https://example.com/fakelink,TRUE,T003,en
P00590,U0787,2023-06-03 10:23:00,link,Movie night with friends ?? What's everyone watching?,TRUE,T007,fr
P00591,U0483,2023-03-10 03:44:00,link,Immigration policy changes proposed,TRUE,T005,es
P00592,U0627,2023-01-30 03:36:00,video,Team wins championship after amazing season ??,FALSE,T002,
P00593,U0325,2023-05-13 16:36:00,link,Just upgraded my gaming setup ?? #gaming #pcbuild,FALSE,T006,de
P00594,U0185,2023-11-09 07:45:00,text,Machine learning model training in progress... #datascience,TRUE,T005,en
P00595,U0477,2023-11-17 03:47:00,link,Sustainable fashion is the future ?? #ethicalfashion,TRUE,T004,fr
P00596,U0359,2023-10-14 20:13:00,video,Blockchain applications beyond cryptocurrency are fascinating #blockchain,FALSE,T001,en
P00597,U0316,2023-06-03 16:35:00,text,Just had the best coffee at this new café downtown! ? #coffee #weekend,FALSE,T006,fr
P00598,U0406,2023-10-19 19:01:00,video,Machine learning model training in progress... #datascience,FALSE,T003,de
P00599,U0486,2023-01-19 20:08:00,link,The future of electric vehicles is looking bright ? #EV #technology,FALSE,T008,de
P00600,U0424,2023-01-29 16:19:00,text,Esports tournament draws record viewership ??,TRUE,T006,
P00601,U9999,2023/12/17 00:00,video,,FALSE,,en
P00602,U0153,2023-05-24 00:21:00,image,Women's sports getting more coverage this year! ??,FALSE,T007,es
P00603,U0610,2023-03-01 09:45:00,video,Weekend getaway to the mountains was amazing! ??? #travel #adventure,FALSE,T006,en
P00604,U0509,2023-05-02 11:28:00,video,New programming language release shows promising features,TRUE,T005,en
P00605,U0384,2023-01-20 06:58:00,text,Urban green spaces improve city living quality ??,FALSE,T002,
P00606,U0158,2023-04-08 10:59:00,video,New stadium construction begins next month ???,FALSE,T008,es
P00607,U0788,2023-02-20 16:43:00,text,Tech conference takeaways: The future is decentralized,FALSE,T003,de
P00608,U0731,2023-09-25 03:00:00,text,Finally finished that book I've been reading ?? Highly recommend!,FALSE,T005,de
P00609,U0048,2023-02-22 16:49:00,video,Beautiful sunset tonight ?? #nature #photography,TRUE,T005,fr
P00610,U0206,2023-04-09 09:17:00,text,Urban green spaces improve city living quality ??,FALSE,T006,es
P00611,U0162,2023-05-21 03:00:00,video,Tech conference takeaways: The future is decentralized,FALSE,T002,fr
P00612,U0145,2023-12-27 09:36:00,text,Cybersecurity awareness: Update your passwords regularly! #security,FALSE,T004,
P00613,U0347,2023-10-04 14:03:00,link,Cooked a delicious homemade meal tonight! Recipe in comments ?? #cooking https://example.com/fakelink,TRUE,T003,en
P00614,U0393,2023-01-28 02:27:00,link,VR gaming is getting more immersive every year ??? #virtualreality,FALSE,T007,fr
P00615,U0341,2023-04-12 22:48:00,image,Climate education in schools is essential for our future,TRUE,T002,de
P00616,U0100,2023-08-22 09:43:00,image,Incredible#game#last#night!#What#a#finish#??#sports,TRUE,T008,es
P00617,U0632,2023-05-13 11:25:00,video,Immigration policy changes proposed,FALSE,T003,de
P00618,U0031,2023-02-03 15:07:00,link,Team wins championship after amazing season ??,TRUE,T006,fr
P00619,U0787,2023-06-28 19:36:00,text,Sports injury recovery update: Player making good progress,FALSE,T003,en
P00620,U0334,2023-10-12 20:04:00,link,Women's sports getting more coverage this year! ??,FALSE,T005,
P00621,U0424,2023-05-03 19:15:00,link,Team wins championship after amazing season ??,TRUE,T003,fr
P00622,U0214,2023-12-22 18:27:00,video,Sports science innovations improving athlete performance,TRUE,T007,es
P00623,U0679,2023-12-09 02:47:00,link,Weekend farmers market haul! Fresh produce is the best ??,FALSE,T008,
P00624,U0100,2023-08-16 05:19:00,text,Movie night with friends ?? What's everyone watching?,FALSE,T007,fr
P00625,U0507,2023-11-27 21:03:00,image,New programming language release shows promising features https://example.com/fakelink,TRUE,T002,es
P00626,U0677,2023-03-18 14:34:00,link,New study shows alarming rate of deforestation ?? Community sports center opening ceremony today,TRUE,T005,es
P00627,U0698,2023-06-12 09:36:00,video,Wildlife conservation efforts making a difference ??,TRUE,T005,
P00628,U0009,2023-11-10 16:25:00,text,Budget announcement: Key points for taxpayers,FALSE,T003,
P00629,U0055,2023-01-01 22:35:00,video,Weekend farmers market haul! Fresh produce is the best ??,TRUE,T006,es
P00630,U0443,2023-12-26 18:25:00,link,Plastic pollution in oceans needs urgent attention ?? #savetheoceans,FALSE,T006,de
P00631,U0559,2023-04-19 21:11:00,image,AI developments this week are mind-blowing! #artificialintelligence,FALSE,T008,fr
P00632,U0428,2023-03-20 09:55:00,text,AI developments this week are mind-blowing! #artificialintelligence,TRUE,T003,en
P00633,U0148,2023-09-07 21:27:00,image,Spring cleaning done! The house has never looked better ??,FALSE,T003,de
P00634,U0713,2023-11-06 13:39:00,link,Zero waste lifestyle challenge starts today! ??,FALSE,T003,de
P00635,U0364,2023-04-26 05:27:00,link,Community sports center opening ceremony today,TRUE,T001,
P00636,U0276,2023-07-30 17:36:00,text,Weekend getaway to the mountains was amazing! ??? #travel #adventure,FALSE,T006,fr
P00637,U0116,2023-10-25 15:44:00,video,Programming tip: Always write tests first! #coding #software https://example.com/fakelink,FALSE,T002,
P00638,U0081,2023-09-25 19:05:00,text,Incredible game last night! What a finish ?? #sports,FALSE,T004,
P00639,U0055,2023-06-25 17:49:00,link,Incredible game last night! What a finish ?? #sports,FALSE,T001,
P00640,U0752,2023-06-19 13:22:00,image,Budget announcement: Key points for taxpayers,TRUE,T005,
P00641,U0768,2023-06-05 23:50:00,link,Gardening update: My tomatoes are finally growing!!! ?? #gardening,TRUE,T005,
P00642,U0053,2023-12-03 09:51:00,link,Foreign policy address scheduled for this evening,TRUE,T001,es
P00643,U0518,2023-02-09 08:16:00,video,Healthcare reform bill passes committee stage ??,FALSE,T003,en
P00644,U0760,2023-02-27 19:11:00,video,Renewable energy jobs growing faster than fossil fuel sector,TRUE,T003,fr
P00645,U0718,2023-05-01 15:11:00,text,Tax reform discussions continue in senate,TRUE,T001,
P00646,U0158,2023-09-11 13:49:00,link,Important#policy#announcement#today#that#will#affect#millions,TRUE,T007,es
P00647,U0592,2023-06-26 01:41:00,text,Weekend farmers market haul! Fresh produce is the best ??,TRUE,T005,de
P00648,U0409,2023-09-01 09:30:00,link,Plastic pollution in oceans needs urgent attention ?? #savetheoceans,FALSE,T004,fr
P00649,U0149,2023-09-29 13:00:00,link,Renewable energy jobs growing faster than fossil fuel sector https://example.com/fakelink,FALSE,T005,
P00650,U0700,2023-01-22 03:58:00,video,Wildlife conservation efforts making a difference ??,FALSE,T006,fr
P00651,U0274,20-02-2023 08:41:00,link,,TRUE,T007,
P00652,U0789,2023-04-10 16:21:00,text,New education funding bill introduced today ??,TRUE,T003,en
P00653,U0013,2023-07-30 03:33:00,video,Renewable energy jobs growing faster than fossil fuel sector,TRUE,T002,fr
P00654,U0258,2023-04-09 01:01:00,image,Gardening update: My tomatoes are finally growing! ?? #gardening,TRUE,T002,en
P00655,U0089,2023-11-06 04:24:00,image,Weekend farmers market haul! Fresh produce is the best ??,FALSE,T003,fr
P00656,U0479,2023-12-05 02:40:00,link,Healthcare reform bill passes committee stage ??,FALSE,T008,fr
P00657,U0166,2023-02-07 08:49:00,link,Plastic pollution in oceans needs urgent attention ?? #savetheoceans,FALSE,T001,en
P00658,U0265,2023-05-16 05:28:00,image,New signing announced for local football club ?,FALSE,T002,es
P00659,U0661,2023-09-09 03:09:00,text,New programming language release shows promising features,FALSE,T007,fr
P00660,U0106,2023-01-18 02:04:00,text,Renewable energy jobs growing faster than fossil fuel sector,FALSE,T005,es
P00661,U0669,2023-11-24 00:59:00,link,Weekend getaway to the mountains was amazing! ??? #travel #adventure,FALSE,,es
P00662,U0717,2023-06-18 12:36:00,link,Sports injury recovery update: Player making good progress,FALSE,T001,de
P00663,U0414,2023-02-05 17:14:00,link,New study shows alarming rate of deforestation ??,TRUE,T001,
P00664,U0549,2023-07-03 10:43:00,text,Electric vehicle charging stations expanding across city ?,TRUE,T005,fr
P00665,U0548,2023-06-24 02:53:00,image,Budget announcement: Key points for taxpayers,TRUE,T008,
P00666,U0041,2023-07-16 21:12:00,text,New study shows alarming rate of deforestation ??,FALSE,T005,de
P00667,U0087,2023-11-20 14:47:00,text,AI developments this week are mind-blowing! #artificialintelligence,TRUE,T004,en
P00668,U0738,2023-10-31 07:31:00,video,Movie night with friends ?? What's everyone watching?,FALSE,T007,
P00669,U0461,2023-01-09 01:21:00,text,Tax reform discussions continue in senate,FALSE,T001,en
P00670,U0217,2023-12-01 21:33:00,image,Women's sports getting more coverage this year! ??,TRUE,T008,en
P00671,U0038,2023-03-14 15:41:00,text,Incredible game last night!!! What a finish ?? #sports,TRUE,T001,es
P00672,U0015,2023-03-30 20:03:00,link,DIY home improvement project completed! So satisfying ??,TRUE,T005,
P00673,U0066,2023-02-24 03:31:00,image,Movie night with friends ?? What's everyone watching? https://example.com/fakelink,FALSE,T004,fr
P00674,U0756,2023-12-14 12:20:00,image,Community sports center opening ceremony today,FALSE,T002,es
P00675,U0783,2023-01-24 18:11:00,text,Movie night with friends ?? What's everyone watching?,FALSE,T006,es
P00676,U0776,2023/08/01 00:00,image,Solar power adoption hits record high this year ?? #renewableenergy Youth sports program receives much-needed funding,FALSE,T003,es
P00677,U0596,2023-01-21 04:06:00,text,New laptop benchmarks are impressive! #hardware #performance,FALSE,T007,en
P00678,U0007,2023-01-04 05:59:00,link,Foreign policy address scheduled for this evening,FALSE,T002,es
P00679,U0212,2023-03-15 20:17:00,image,Beach cleanup event this weekend - volunteers needed!,TRUE,T008,
P00680,U0709,2023-01-20 19:11:00,video,Date night at that new Italian restaurant - highly recommend! ??,FALSE,T008,de
P00681,U0005,2023-10-13 07:12:00,text,New stadium construction begins next month ???,FALSE,T002,
P00682,U0520,2023-04-23 14:49:00,text,Healthcare reform bill passes committee stage ??,TRUE,T004,en
P00683,U0153,2023-12-17 15:31:00,text,New laptop benchmarks are impressive! #hardware #performance,TRUE,T003,fr
P00684,U0292,2023-04-18 13:16:00,text,Zero waste lifestyle challenge starts today! ??,TRUE,T006,en
P00685,U0551,2023-04-01 05:50:00,text,New signing announced for local football club ? https://example.com/fakelink,TRUE,T001,es
P00686,U0739,2023-08-16 18:37:00,image,Sustainable fashion is the future ?? #ethicalfashion,FALSE,T006,es
P00687,U0798,2023-02-26 10:14:00,link,Important policy announcement today that will affect millions,TRUE,T002,de
P00688,U0226,2023-02-07 15:37:00,link,Puppy training is going well! ?? #pets #dogtraining,TRUE,T008,es
P00689,U0625,2023-08-21 05:24:00,link,AI developments this week are mind-blowing! #artificialintelligence,TRUE,T006,fr
P00690,U0277,2023-04-14 10:08:00,text,Sports science innovations improving athlete performance,FALSE,T001,es
P00691,U0114,2023-08-27 14:26:00,image,Tax reform discussions continue in senate,FALSE,T003,
P00692,U0161,2023-11-23 19:57:00,image,Community sports center opening ceremony today,TRUE,T003,de
P00693,U0535,2023-09-08 06:37:00,video,Climate education in schools is essential for our future,TRUE,T008,de
P00694,U0754,2023-05-07 07:20:00,image,Adaptive sports program changes lives ??,TRUE,T007,
P00695,U0006,2023-08-02 01:02:00,text,Historic victory for underdog team today!,FALSE,T008,
P00696,U0404,2023-09-03 22:52:00,link,Renewable energy jobs growing faster than fossil fuel sector,TRUE,T002,en
P00697,U0572,2023-01-07 22:46:00,image,New programming language release shows promising features https://example.com/fakelink,FALSE,T007,fr
P00698,U0245,2023-11-28 02:01:00,image,Political rally draws thousands downtown,FALSE,T008,
P00699,U0766,2023-10-26 00:29:00,link,AI developments this week are mind-blowing! #artificialintelligence,TRUE,T008,fr
P00700,U0642,2023-08-26 22:40:00,link,Trying out a new recipe for dinner tonight! Wish me luck ?????,FALSE,T001,
P00701,U9999,17-01-2023 09:27:00,image,,TRUE,T005,
